frecuencia conceptId term razon_inactivo tipo_reemplazo replace_id replace_term
17 37894004 "evaluación y tratamiento de un paciente de primera vez en el consultorio u otro lugar de atención ambulatoria (procedimiento)" "no conformidad de componente con la política editorial"   
495 370432001 "penicilina G benzatínica, 2.400.000 unidades/4 ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
1 371032004 "úlcera por estasis (trastorno)" duplicado "IGUAL QUE" 402863005 "úlcera de pierna por estasis venosa"
191 387783009 "omeprazol, 20 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765870004 "omeprazol 20 mg por cada cápsula gastrorresistente para administración oral"
2 319574002 "heparina sódica, 5.000 UI/5 ml, vial inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781923000 "heparina sódica 1000 unidades/ml de solución inyectable"
0 319673002 "enoxaparina, 100 mg/ml, solución inyectable, jeringa precargada de 1 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781857007 "enoxaparina sódica 100 mg/ml de solución inyectable"
271 320029006 "producto que contiene atorvastatina 10 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783636006 "atorvastatina (como atorvastatina cálcica trihidratada) 10 mg por cada comprimido para administración oral"
1 320704007 "maleato de clorfeniramina, 2 mg/5 ml, jarabe sin azúcar (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766578007 "maleato de clorfenamina 400 microgramos/ml solución para administración oral"
63 321699007 "decanoato de haloperidol (producto)" "no conformidad de componente con la política editorial"   
569 322093006 "clorhidrato de metoclopramida, 5 mg/ml, solución inyectable, ampolla de 2 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781995003 "clorhidrato de metoclopramida 5 mg/ml de solución inyectable"
26 322896004 "clonazepam, 2 mg/5 ml, solución oral sin azúcar (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766469004 "clonazepam 400 microgramos/ml solución para administración oral"
21 323072004 "diazepam, 5 mg/ml, solución inyectable, ampolla de 2 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781829000 "diazepam 5 miligramos por cada mililitro de solución inyectable"
20 323734001 "amoxicilina, 125 mg/1,25 ml, suspensión pediátrica (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 769817000 "amoxicilina (como trihidrato de amoxicilina) 100 mg/ml suspensión para administración oral"
29 324258005 "producto que contiene azitromicina 500 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783051001 "azitromicina (como dihidrato de azitromicina) 500 mg por cada comprimido para administración oral"
648 317118006 "butilbromuro de hioscina, 20 mg/ml, solución inyectable, ampolla de 1 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782099009 "butilbromuro de escopolamina 20 mg/ml de solución inyectable"
2 407921001 "desloratadina 0,5 mg/ml, jarabe (producto)" obsoleto "REEMPLAZADO POR" 785082000 "desloratadina 500 microgramos/ml, solución oral"
19 409361001 "clorhidrato de metformina, 750 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765703005 "clorhidrato de metformina 750 mg por cada comprimido de liberación prolongada para administración oral"
142 392561000 "clorhidrato de difenhidramina, 50 mg/ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
6 392567001 "metotrexato LPF, 25 mg/ ml, inyectable sin conservantes (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781983003 "metotrexato (como metotrexato de sodio) 25 mg/ml de solución inyectable"
3 442848009 "lamotrigina, 50 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 785044008 "lamotrigina 50 mg por cada comprimido desleíble bucal"
1 423841001 "etanercept, 50 mg/ml, solución inyectable, jeringa precargada de 0,98 ml (producto)" "no conformidad de componente con la política editorial"   
5 42994005 "aneurisma cerebral indemne (trastorno)" duplicado "IGUAL QUE" 128608001 "aneurisma arterial cerebral"
6 60520004 "mononitrato de tiamina (producto)" "no conformidad de componente con la política editorial"   
1 698588006 "antecedente de construcción de reservorio urinario continente de Mitrofanoff (situación)" duplicado "IGUAL QUE" 698550009 "antecedente de apendicovesicostomía"
2 77999004 "lipomatosis gigante (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 402693001 lipomatosis
1 211799002 "quemadura de tercer grado profunda de tórax sin pérdida de parte corporal (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 35507009 "quemadura profunda de tercer grado de la pared del tórax"
2 214964007 "accidente no de tránsito con intoxicación accidental por monóxido de carbono generado por vehículo de motor en movimiento, excepto vehículo de motor para todo terreno, no en carretera pública, ocupante de tranvía lesionado (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 216836004 "intoxicación accidental por gases de combustión de vehículos"
1 217858006 "persona u objeto golpeados accidentalmente durante la práctica deportiva, especificado de otra manera (evento)" "no conformidad de componente con la política editorial"   
4 10355004 "preparado vitamínico inyectable (producto)" "no conformidad de componente con la política editorial"   
3 162371009 "síntoma de sangrado nasal/epistaxis (hallazgo)" duplicado "IGUAL QUE" 249366005 "sangrado de la nariz"
2 160958005 "muerte de hijo (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 160452001 "hijo fallecido"
25 23361001 "exposición a la picadura o mordedura de un insecto (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 771191003 "picadura de insecto"
25 23361001 "exposición a la picadura o mordedura de un insecto (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 773580005 "picado por insecto"
1 238708001 "lentiginosis unilateral nevoidea (trastorno)" duplicado "IGUAL QUE" 403538005 "lentiginosis nevoide"
4 239155007 "lesión de herida (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 13924000 herida
4 239155007 "lesión de herida (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 52988006 lesión
76 239169007 "curación tardía de herida quirúrgica (trastorno)" erróneo "REEMPLAZADO POR" 781184005 "cicatrización tardía de herida quirúrgica"
19 267953003 "artralgia de la pierna (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 202489000 "dolor de articulación tibioperonea"
19 267953003 "artralgia de la pierna (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 267954009 "artralgia de tobillo y/o pie"
19 267953003 "artralgia de la pierna (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 30989003 gonalgia
4 269105005 "luxación o subluxación de hombro (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 417076003 "luxación de articulación de hombro"
4 269105005 "luxación o subluxación de hombro (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 263051004 "subluxación de articulación de hombro"
3 282784007 "síndrome de médula espinal (trastorno)" duplicado "IGUAL QUE" 90584004 "lesión traumática de la médula espinal"
1 266151007 "dermatofitosis del cuerpo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 84849002 "tiña del cuerpo"
1 266151007 "dermatofitosis del cuerpo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 47382004 dermatofitosis
7 225182004 "cambio de bolsa de estoma (procedimiento)" duplicado "IGUAL QUE" 225180007 "cambio de dispositivo de bolsa para estoma"
38 326524001 "clorhidrato de tamsulosina, 400 mcg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765922006 "clorhidrato de tamsulosina 400 microgramos por cada cápsula de liberación prolongada para administración oral"
1 327524007 "hierro sorbitol (50 mg/ml de hierro ferroso), solución inyectable, ampolla de 2 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781946003 "hierro (como hierro sorbitol) 50 mg/ml de solución inyectable"
1 329526003 "aspirina, 300 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 785016007 "aspirina 1,5 mg/ml, solución oral"
4 331646005 "hidrocortisona, crema (producto)" "no conformidad de componente con la política editorial"   
1 332917003 "nitrato de miconazol, 2%, polvo fino (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766285007 "nitrato de miconazol 20 mg/g de polvo para administración cutánea"
1 333979000 "ketorolaco trometamol, 30 mg/ml, inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781956004 "ketorolaco trometamol 30 mg/ml de solución inyectable"
6 346584006 "morfina, comprimido (producto)" "no conformidad de componente con la política editorial"   
4 347666005 "gentamicina, 80 mg/2 ml, ampolla inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781908005 "gentamicina (como sulfato de gentamicina) 40 mg/ml de solución inyectable"
18 374164005 "ceftriaxona sódica, 1 g, solución para inyectar, sachet de 50 ml (producto)" "no conformidad de componente con la política editorial"   
89 374659007 "clorhidrato de metoclopramida, 5 mg/ml, solución para infusión, ampolla (producto)" obsoleto "REEMPLAZADO POR" 784798005 "metoclopramida 5 mg/ml, solución inyectable"
76 375721002 "dexametasona, 10 mg/25 g (producto)" "no conformidad de componente con la política editorial"   
2 375827006 "dextrosa, 25%, solución (producto)" obsoleto "REEMPLAZADO POR" 776119003 "producto con glucosa como único ingrediente"
25 370412002 "amoxicilina + clavulanato de potasio, 400 mg/57 mg, comprimido masticable (producto)" obsoleto "REEMPLAZADO POR" 785980006 "amoxicilina anhidra (como amoxicilina) 400 mg y ácido clavulánico (como clavulanato de potasio) 57 mg por cada comprimido masticable"
3 370424009 "penicilina G, 1.000.000 unidades, inyectable (producto)" "no conformidad de componente con la política editorial"   
14 370431008 "penicilina G procaína, 2.400.000 unidades, inyectable (producto)" "no conformidad de componente con la política editorial"   
3 317300002 "omeprazol 40 mg, polvo para solución de infusión, vial (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766146009 "omeprazol (como omeprazol sódico) 40 mg polvo para solución inyectable, vial"
2 319272002 "nifedipino, 10 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765952003 "nifedipino 10 mg por cada cápsula de liberación prolongada para administración oral"
1 319287007 "felodipino, 5 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765590000 "producto que contiene exactamente felodipino 5 miligramos por cada comprimido de liberación prolongada para administración oral"
7 319363007 "dinitrato de isosorbida, 5 mg, comprimido sublingual (producto)" duplicado "IGUAL QUE" 427211007 "dinitrato de isosorbida 5 mg por cada comprimido sublingual"
15 321452008 "haloperidol, 5 mg/ml, inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781918000 "haloperidol 5 mg/ml de solución inyectable"
11 321460009 "clorhidrato de levomepromazina, 25 mg/ml, inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781986006 "clorhidrato de levomepromazina 25 mg/ml de solución inyectable"
1 322441004 "sulfato de morfina, 100 mg/5 ml, solución oral (producto)" duplicado "IGUAL QUE" 766499008 "sulfato de morfina 20 mg/ml de solución inyectable para administración oral"
1 322967001 "valproato de sodio, 500 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765521005 "producto que contiene exactamente valproato de sodio 500 miligramos por cada comprimido de liberación prolongada para administración oral"
1 323071006 "diazepam, 5 mg/ml, emulsión inyectable, ampolla de 2 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781828008 "diazepam 5 mg/ml de emulsión inyectable"
1 323090003 "fenitoína sódica, 50 mg/ml, solución inyectable, ampolla de 5 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782057008 "fenitoína sódica 50 mg/ml de solución inyectable"
10 323886004 "producto que contiene clorhidrato de cefalexina 500 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783072003 "cefalexina 500 mg por cada comprimido para administración oral"
4 323921006 "cefalexina, 250 mg/5 ml, jarabe (producto)" obsoleto "REEMPLAZADO POR" 786008007 "cefalexina anhidra (como cefalexina) 50 mg/ml, solución oral"
36 324280008 "clindamicina, 600 mg/4 ml, inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781810006 "clindamicina (como fosfato de clindamicina) 150 mg/ml de solución inyectable"
7 324521006 "metronidazol+nistatina, 400 mg/1.000 unidades, comprimido+óvulo vaginal (producto)" "no conformidad de componente con la política editorial"   
10 324740003 "aciclovir, 400 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 324729006 "aciclovir 400 mg por cada comprimido para administración oral"
1 287030007 "ganglión/quiste sinovial - mano (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 297193007 "ganglión de la mano"
1 287030007 "ganglión/quiste sinovial - mano (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767184005 "quiste sinovial de mano"
1 301191000119107 "distensión traumática reiterada de mano izquierda (trastorno)" obsoleto "REEMPLAZADO POR" 788468009 "trastorno repetitivo del movimiento de la mano izquierda"
3 407838001 "clorhidrato de memantina, 10 mg/g, gota para administración oral (producto)" "no conformidad de componente con la política editorial"   
14 409168003 "amoxicilina, 600 mg, comprimido para suspensión oral (producto)" obsoleto "REEMPLAZADO POR" 785996009 "amoxicilina anhidra (como amoxicilina) 60 mg/ml, suspensión oral"
4 409426006 "maleato de enalapril + felodipino (producto)" "no conformidad de componente con la política editorial"   
49 396228006 "hiperqueratosis (trastorno)" duplicado "IGUAL QUE" 254666005 queratosis
2 412591001 "maleato de bromfeniramina + pseudoefedrina + paracetamol (producto)" "no conformidad de componente con la política editorial"   
5 392014009 "cefazolina, 1 g, infusión (producto)" "no conformidad de componente con la política editorial"   
4 392266006 "penicilina G sódica, 5.000.000 unidades/vial, inyectable (producto)" "no conformidad de componente con la política editorial"   
48 392560004 "clorhidrato de difenhidramina, 12,5 mg/ 5 ml, jarabe (producto)" obsoleto "REEMPLAZADO POR" 392557006 "clorhidrato de difenhidramina 2,5 mg/ml, solución oral"
221 44247006 "feto prematuro (trastorno)" erróneo "REEMPLAZADO POR" 771299009 "prematurez del lactante"
27 424458007 "producto que contiene levotiroxina sódica 25 microgramos por cada cápsula para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783641003 "levotiroxina sódica anhidra 25 microgramos por cada cápsula para administración oral de liberación convencional"
2 428780000 "celulitis posoperatoria de herida quirúrgica (trastorno)" erróneo "REEMPLAZADO POR" 781192001 "celulitis de herida posquirúrgica"
42 66854004 "valerato de betametasona (producto)" "no conformidad de componente con la política editorial"   
3 60972002 "solución para irrigación (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 785898006 "solución para irrigación de liberación convencional"
7 83874006 "evaluación prequirúrgica de riesgo anestésico (procedimiento)" duplicado "IGUAL QUE" 182770003 "evaluación preanestésica"
155 135641006 "salbutamol inhalatorio (producto)" "no conformidad de componente con la política editorial"   
1 210580003 "herida abierta de dedo de la mano o pulgar con complicación (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 78273002 "herida abierta de pulgar, sin complicación"
1 210580003 "herida abierta de dedo de la mano o pulgar con complicación (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 2630008 "herida abierta de dedo de la mano, sin complicación"
573 12441001 "epistaxis (trastorno)" duplicado "IGUAL QUE" 249366005 "sangrado de la nariz"
4 162342008 "sordera unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 473421004 "sordera de oído derecho"
4 162342008 "sordera unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 473422006 "sordera de oído izquierdo"
145 17436001 "interconsulta médica, paciente ambulatorio (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 11429006 consulta
145 17436001 "interconsulta médica, paciente ambulatorio (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 371883000 "procedimiento en paciente ambulatorio"
10 170977008 "asesoramiento ofrecido (situación)" "no conformidad de componente con la política editorial"   
225 1602006 "entrevista del servicio social con planificación (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 2658000 "entrevista al paciente a cargo de servicio social"
1 248061004 "daño autoinfligido (hallazgo)" duplicado "IGUAL QUE" 248062006 "conducta autolesiva"
2 22801004 "solución de agua estéril (producto)" "no conformidad de componente con la política editorial"   
3 230434009 "convulsiones en respuesta a un evento agudo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 230431001 "convulsiones relacionadas con la situación"
29 268620009 "episodio depresivo mayor único (trastorno)" duplicado "IGUAL QUE" 36923009 "depresión mayor, un solo episodio"
2 276270005 "aneurisma intacto de la arteria cerebral media (trastorno)" duplicado "IGUAL QUE" 783420001 "aneurisma de arteria cerebral media"
20 255950001 "peróxido de hidrógeno (en agua) (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 31231007 "producto con peróxido de hidrógeno"
47 25825004 "hemorragia a principios del embarazo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 106004004 "complicación hemorrágica del embarazo"
1 325344004 "betametasona, 500 mcg, comprimido soluble (producto)" obsoleto "REEMPLAZADO POR" 784610005 "betametasona 500 microgramos por cada comprimido desleíble bucal"
2 326560006 "clorhidrato de oxibutinina de liberación modificada (producto)" "no conformidad de componente con la política editorial"   
3302 329556007 "diclofenaco sódico, 25 mg/ml, solución inyectable, ampolla de 3 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781831009 "diclofenac sódico 25 mg/ml de solución inyectable"
243 329559000 "diclofenaco sódico, 75 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765923001 "producto que contiene exactamente diclofenaco sódico 75 miligramos por cada cápsula de liberación prolongada para administración oral"
4 329879001 "piroxicam, 20 mg/ml, solución inyectable, ampolla de 1 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782062009 "piroxicam 20 mg/ml de solución inyectable"
3 330456006 "fosfato sódico de dexametasona, 0,1%, colirio monodosis (producto)" obsoleto "REEMPLAZADO POR" 784764001 "dexametasona 1 mg/ml, solución oftálmica"
3 330599004 "acetazolamida, 250 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765960002 "acetazolamida 250 mg por cada comprimido para administración oral"
1 330762002 "clorhidrato de proximetacaína+fluoresceína sódica, 0,5%/0,25, colirio monodosis (producto)" obsoleto "REEMPLAZADO POR" 784719003 "clorhidrato de proparacaína 5 mg/ml y fluoresceína sódica, colorante 2,5 mg/ml, solución oftálmica"
12 374099006 "succinato sódico de hidrocortisona, 100 mg/vial, polvo (producto)" "no conformidad de componente con la política editorial"   
2 374795006 "valerato de estradiol, 40 mg/ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
6 371717003 "metronidazol, 750 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 779882001 "producto con metronidazol para administración oral como único ingrediente"
65 386047000 "clorhidrato de metformina, 500 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765507008 "producto que contiene exactamente clorhirato de metformina 500 miligramos por cada comprimido de liberación prolongada para administración oral"
4 317329000 "claritromicina 500 mg, comprimido y lansoprazol, 30 mg, cápsula y amoxicilina, 500 mg, cápsula, envase (producto)" erróneo "REEMPLAZADO POR" 783280002 "amoxicilina (como trihidrato de amoxicilina) 500 mg por cada cápsula para administración oral de liberación convencional"
30 320176004 "salbutamol, 100 mcg, inhalador (producto)" "no conformidad de componente con la política editorial"   
6 321765000 "clorhidrato de amitriptilina, 50 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766028001 "producto que contiene exactamente clorhidrato de amitriptilina 50 miligramos por cada cápsula de liberación prolongada para administración oral"
3 322481006 "morfina, elíxires analgésicos (producto)" "no conformidad de componente con la política editorial"   
9 322895000 "clonazepam, 0,5 mg/5 ml, solución oral sin azúcar (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766468007 "clonazepam 100 microgramos/ml solución para administración oral"
2 294495001 "alergia a penicilina benzatínica (trastorno)" erróneo "REEMPLAZADO POR" 294499007 "alergia a bencilpenicilina"
1 312979000 "ceguera adquirida, un ojo (trastorno)" "no conformidad de componente con la política editorial"   
4 314109004 "se siente cansado (hallazgo)" duplicado "IGUAL QUE" 224960004 cansado
1 402814006 "carcinoma escamoso intraepitelial de región anogenital (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767544007 "carcinoma escamocelular intraepitelial de región anogenital"
2 394920009 "información ofrecida sobre cáncer (situación)" "no conformidad de componente con la política editorial"   
2 397394009 "lavado broncoalveolar (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782763008 "lavado boncoalveolar broncoscópico"
1 400167000 "quemadura de piel por agente cáustico (trastorno)" obsoleto "REEMPLAZADO POR" 823022009 "quemadura química de piel"
492 392259005 "producto que contiene clavulanato de potasio 125 mg y amoxicilina 875 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783671006 "amoxicilina (como trihidrato de amoxicilina) 875 mg y ácido clavulánico (como clavulanato de potasio) 125 mg por cada comprimido para administración oral"
3 402287004 "contacto con irritante como cofactor en eccema (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 110979008 "dermatitis irritativa por contacto"
3 44462005 "osteítis (trastorno)" duplicado "IGUAL QUE" 274144001 osteítis
7 420799008 "vacuna anti-rotavirus pentavalente atenuada 2 ml, suspensión oral (producto)" "no conformidad de componente con la política editorial"   
22 52278004 "hernia inguinal unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 236021006 "hernia inguinal derecha"
22 52278004 "hernia inguinal unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 236022004 "hernia inguinal izquierda"
27 95819006 "pérdida de la audición unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 473423001 "pérdida de la audición del oído derecho"
27 95819006 "pérdida de la audición unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 473424007 "pérdida de la audición del oído izquierdo"
4 15336001 "frialdad de extremidades (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 771542000 "extremidad fría"
11 191601008 "trastorno depresivo mayor, episodio único, leve (trastorno)" duplicado "IGUAL QUE" 79298009 "depresión mayor leve, un solo episodio"
20 200473005 "atención materna a causa de disminución de los movimientos fetales (trastorno)" erróneo "ERA UN/UNA" 173300003 "trastorno del embarazo"
10 119627001 "implante en brazo (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782902008 "procedimiento de implante"
31 105426003 "crianza institucional (posición social) (hallazgo)" duplicado "IGUAL QUE" 160881008 "infancia transcurrida en una institución"
1 10720004 "trastornos específicos del desarrollo (trastorno)" duplicado "IGUAL QUE" 5294002 "trastorno del desarrollo"
13 16944002 "síndrome de mononucleosis (trastorno)" duplicado "IGUAL QUE" 271558008 "mononucleosis infecciosa"
25 169552007 "anticonceptivo subcutáneo (producto)" "no conformidad de componente con la política editorial"   
4 183686006 "derivación - sin consulta directa (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 3457005 "derivación del paciente"
1 178363001 "apertura de sutura de cráneo (procedimiento)" duplicado "IGUAL QUE" 396221000 "apertura de sutura craneal"
1 253988001 "fisura completa de labio y/o alvéolo, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 763727005 "fisura de labio completa y fisura alveolar completa del lado izquierdo"
1 253988001 "fisura completa de labio y/o alvéolo, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 763728000 "fisura de labio completa y fisura alveolar completa del lado derecho"
1 253990000 "fisura bilateral completa de labio y alvéolo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 763735008 "fisura de labio completa bilateral y fisura alveolar completa bilateral"
46 268447006 "estudios Doppler (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765172009 "ecografía Doppler"
4 226315007 "suplemento de vitaminas hidrosolubles (producto)" "no conformidad de componente con la política editorial"   
1 326428000 "levonorgestrel, 52 mg, sistema intrauterino (producto)" obsoleto "REEMPLAZADO POR" 785929005 "levonorgestrel 833 nanogramos/hora, sistema de liberación de fármaco intrauterino de liberación prolongada"
36 32841004 "solución de cloruro de sodio (producto)" "no conformidad de componente con la política editorial"   
7 329847005 "naproxeno, 500 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765577007 "naproxeno (como naproxeno sódico) 500 mg por cada comprimido gastrorresistente para administración oral"
1 329848000 "naproxeno, 500 mg, comprimido y misoprostol, 200 mcg, comprimido, envase (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 329807003 "naproxeno 500 mg por cada comprimido para administración oral"
1 329848000 "naproxeno, 500 mg, comprimido y misoprostol, 200 mcg, comprimido, envase (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 317288008 "misoprostol 200 microgramos por cada comprimido para administración oral"
2 347461008 "metotrexato, 12,5 mg/ml, solución para infusión, vial de 60 ml (producto)" "no conformidad de componente con la política editorial"   
1 374172007 "pamoato de triptorelina, 11,25 mg/vial, polvo (producto)" obsoleto "REEMPLAZADO POR" 780721002 "producto con triptorelina para administración parenteral como único ingrediente"
4 376387008 "clonazepam, 1 mg, oblea (producto)" obsoleto "REEMPLAZADO POR" 784983004 "clonazepam 1 mg por cada comprimido desleíble bucal"
8 370430009 "penicilina G procaína, 1.200.000 unidades, inyectable (producto)" "no conformidad de componente con la política editorial"   
4 371382003 "carbamazepina, 200 mg, cápsula de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 778635004 "producto con carbamazepina para administración oral como único ingrediente"
4 371750003 "clorhidrato de fexofenadina, 180 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 779256001 "producto con fexofenadina para administración oral como único ingrediente"
6 386193004 "valproato de sodio, forma farmacéutica oral, comprimido de liberación modificada (producto)" "no conformidad de componente con la política editorial"   
10 387780007 "esomeprazol magnesio, 20 mg, cápsula de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 785086002 "esomeprazol (como esomeprazol magnesio) 20 mg por cada cápsula para administración oral de liberación convencional"
4 387781006 "lansoprazol, 30 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766006001 "lansoprazol 30 mg por cada cápsula gastrorresistente para administración oral"
1 319357003 "mononitrato de isosorbida+aspirina (producto)" "no conformidad de componente con la política editorial"   
96 319793003 "aspirina, 75 mg, comprimido soluble (producto)" duplicado "IGUAL QUE" 319773006 "aspirina 75 mg por cada comprimido desleíble bucal"
14 320031002 "producto que contiene atorvastatina 40 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783308005 "atorvastatina (como atorvastatina cálcica trihidratada) 40 mg por cada comprimido para administración oral"
8 320348004 "bromuro de ipratropio, 20 mcg, inhalador (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 770295005 "bromuro de ipratropio 20 microgramos por cada disparo de solución para inhalación presurizada"
1 322626008 "clorhidrato de tramadol, 100 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765727007 "clorhidrato de tramadol 100 mg por cada comprimido de liberación prolongada para administración oral"
12 322945002 "fenitoína sódica, 100 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765876005 "fenitoína sódica 100 mg por cada cápsula de liberación prolongada para administración oral"
